# 29/06/2020 10:34:07 AM : Aggregated Curves - EPEX Spot Market Auction - germany_luxembourg
Date,Week,Week Day,Hour,Price,Volume,Sale/Purchase
30/06/2020,27,2,1,50.00,27448.4,Sell
30/06/2020,27,2,1,50.10,27451.7,Sell
30/06/2020,27,2,1,50.70,27471.5,Sell
30/06/2020,27,2,1,51.00,27481.4,Sell
30/06/2020,27,2,1,51.10,27483.9,Sell
30/06/2020,27,2,1,51.90,27503.9,Sell
30/06/2020,27,2,1,52.00,27506.4,Sell
30/06/2020,27,2,1,52.70,27523.9,Sell
30/06/2020,27,2,1,53.00,27531.4,Sell
30/06/2020,27,2,1,54.00,27556.4,Sell
30/06/2020,27,2,1,54.50,27568.9,Sell
30/06/2020,27,2,1,54.60,27571.4,Sell
30/06/2020,27,2,1,54.70,27573.9,Sell
30/06/2020,27,2,1,55.00,27581.4,Sell
30/06/2020,27,2,1,55.10,27583.9,Sell
30/06/2020,27,2,1,55.90,27603.9,Sell
30/06/2020,27,2,1,56.00,27606.4,Sell
30/06/2020,27,2,1,56.10,27608.9,Sell
30/06/2020,27,2,1,56.20,27634.4,Sell
30/06/2020,27,2,1,56.30,27636.9,Sell
30/06/2020,27,2,1,56.70,27646.9,Sell
30/06/2020,27,2,1,57.00,27654.4,Sell
30/06/2020,27,2,1,58.00,27679.4,Sell
30/06/2020,27,2,1,58.20,27684.4,Sell
30/06/2020,27,2,1,58.30,27686.9,Sell
30/06/2020,27,2,1,58.40,27689.4,Sell
30/06/2020,27,2,1,58.50,27691.9,Sell
30/06/2020,27,2,1,58.60,27694.4,Sell
30/06/2020,27,2,1,58.70,27696.9,Sell
30/06/2020,27,2,1,59.00,27704.4,Sell
30/06/2020,27,2,1,59.50,27716.9,Sell
30/06/2020,27,2,1,59.60,27719.4,Sell
30/06/2020,27,2,1,59.90,27726.9,Sell
30/06/2020,27,2,1,60.00,27729.4,Sell
30/06/2020,27,2,1,60.10,27735.4,Sell
30/06/2020,27,2,1,60.80,27777.4,Sell
30/06/2020,27,2,1,60.90,27813.4,Sell
30/06/2020,27,2,1,61.00,27819.4,Sell
30/06/2020,27,2,1,62.00,27879.4,Sell
30/06/2020,27,2,1,62.70,27896.9,Sell
30/06/2020,27,2,1,63.00,27904.4,Sell
30/06/2020,27,2,1,64.00,27929.4,Sell
30/06/2020,27,2,1,64.80,27949.4,Sell
30/06/2020,27,2,1,65.00,27954.4,Sell
30/06/2020,27,2,1,65.10,27958.1,Sell
30/06/2020,27,2,1,65.20,27961.5,Sell
30/06/2020,27,2,1,65.30,27969.8,Sell
30/06/2020,27,2,1,65.40,27973.2,Sell
30/06/2020,27,2,1,66.00,27993.3,Sell
30/06/2020,27,2,1,66.70,28016.7,Sell
30/06/2020,27,2,1,67.00,28026.7,Sell
30/06/2020,27,2,1,68.00,28060.2,Sell
